V160001,dislikeReps,demhatesreps,rephatesdems
400315,,0,0
400317,,0,1
400320,"Donald Trump, Tea Party",0,0
400321,Hatefulness,0,1
400330,,0,0
400339,tired of career politicians,0,1
400342,member's self interest,0,1
400344,Not standing behind Donald Trump,0,1
400357,Really both parties have good points and bad points.,0,0
400374,,0,0
400376,Donald Trump,0,0
400377,They don't do enough of what they stand against,0,1
400379,Controlled by Special Interests,0,1
400387,,0,0
400394,,0,1
400397,They need to back Trump,0,1
400399,won't do what they say they are going to do,0,1
400400,,0,0
400404,"Inability to unite, inability to stand behind original promi",0,1
400406,"Tries to make laws that force morality, but democrats do too",0,1
400408,,0,0
400411,,0,1
400416,They still spend heavily despite talking about cutting spend,0,1
400418,,0,0
400426,,0,0
400428,Self Serving,0,0
400439,to much enter fighting,0,1
400441,,0,0
400451,,0,1
400460,,0,0
400465,,0,0
400473,The canidate they chose,0,0
400494,,0,1
400496,Pro Life,0,0
400497,They sometimes favor the wealthy,0,0
400498,Push-overs and need to play by the same ruthlessness as dems,0,1
400499,MEMBERS WHO R RINO'S,0,0
400501,,0,1
400503,repub congressmen need to grow some balls.,0,1
400517,Off track in following the traditional values of GOP,0,1
400531,They have really lost their direction in listening to member,0,1
400532,Be strong do their job and back Trump,0,1
400533,,0,0
400534,,0,0
400536,,0,0
400542,Most of them only care about themselves,0,1
400544,they don't ty hard enough to back the constitution,0,1
400549,,0,1
400551,tax issues,0,0
400553,Gay rights and freedom of Abortion,0,1
400557,,0,1
400560,,0,1
400561,,0,0
400563,,0,0
400565,Their lack of support for Trump.,0,1
400567,Stance on abortion,0,0
400576,THEY LIKE THE GOOD OLE BOY CONEPT,0,1
400578,giving in to the democrats,0,0
400583,some establishment politicans,0,1
400587,,0,1
400592,their morphing themselves like democrats,0,1
400600,Most are old-school and too conservative for the current gen,0,0
400603,Rhino's,0,1
400604,Failure to include the poor and immigrants,0,1
400605,Antiquated on some things,0,1
400628,They have let Obama get away with murder,0,1
400630,,0,1
400636,They stand for the rich,0,0
400637,,0,0
400648,,0,1
400649,Planned parenthood stance.,0,1
400667,,0,0
400669,war,0,0
400671,ANTI GAY MARRIAGE,0,1
400677,,0,0
400685,,0,1
400686,"Time changed, it is now who you know, not what you know",0,0
400691,they seems to be indifferent of minorities,0,0
400696,thay are trying to help the usa,0,1
400697,inability to compromise,0,0
400699,THE WAY THEY OPERATE,0,0
400703,sometimes wimpiness,0,1
400704,,0,0
400705,in fighting within the party and over spending,0,1
400706,"gotten off track, lost some of the values",0,1
400707,changing toward liberal ideas,0,1
400717,,0,0
400727,,0,1
400732,,0,0
400733,,0,1
400735,Need to hold the President responsible,0,1
400737,,0,1
400738,,0,0
400739,,0,0
400742,Too Conservative,0,0
400745,,0,0
400750,,0,1
400753,,0,1
400757,,0,0
400758,,0,1
400759,Social issues,0,1
400764,,0,1
400772,intra-party divisiveness,0,1
400773,,0,0
400783,No gun control progress.  Capitve of far right,0,1
400788,"need to be stronger, need to do what they were elected to do",0,1
400796,they need to be stronger in their actions,0,1
400806,,0,0
400823,,0,0
400829,,0,1
400831,,0,1
400833,WASPS-they don't understand what this country was built on.,0,0
400834,,0,0
400841,Trade deals like NAFTA,0,1
400846,will do the job they promise.,0,1
400858,Lack of unity on the issue of immigration and rule of law.,0,1
400862,,0,0
400863,,0,1
400870,,0,1
400871,They are moving away from their core values.,0,1
400886,,0,0
400887,divisiveness,0,0
400894,They tend to help the rich get richer.,0,0
400898,Doesn't get things done in a timely way,0,1
400905,,0,0
400914,,0,0
400917,Pro-life,0,0
400922,,0,0
400931,,0,1
400934,"disjointed, uncoordinated efforts",0,1
400935,,0,0
400937,,0,0
400941,,0,1
400945,,0,1
400947,Their lack of understanding on abortion rights,0,0
400950,,0,1
400958,The division in the party,0,1
400960,,0,1
400963,,0,1
400968,,0,1
400971,,0,1
400981,Views of women's Pro Choice.,0,1
400984,,0,0
400988,They need to do what the people ask,0,1
400991,,0,0
401001,,0,0
401007,Their candidate,0,0
401009,in fighting,0,0
401011,"Inflexible, judgmental",0,0
401013,,0,0
401019,,0,1
401022,some of its leadership,0,1
401028,backstabbing behavior to canidate,0,1
401030,They favor the rich,0,0
401034,The fact that they have moved away from God and true values,0,1
401037,Lack of Leadership,0,1
401041,tea party,0,0
401043,,0,1
401048,They are can't make their minds,0,1
401051,,0,0
401054,,0,0
401058,,0,0
401062,Fiscal responsibility,0,1
401068,,0,0
401070,,0,0
401071,Too much reliance on Christian ethics.,0,0
401072,not enough attention to low income families,0,0
401073,,0,1
401074,,0,1
401076,,0,0
401083,,0,0
401086,,0,0
401089,,0,0
401094,can be too conservative,0,0
401100,,0,1
401110,,0,1
401112,,0,0
401116,,0,1
401117,,0,0
401122,,0,1
401130,,0,1
401134,They want the rich to pay less taxes.,0,1
401136,too conservative values,0,1
401142,,0,0
401143,To liberall,0,0
401152,Not fighting enough for conservative values,0,1
401153,,0,0
401155,,0,1
401161,Immaturity,0,1
401163,Not assertive enough,0,1
401164,,0,1
401167,Rep party is not for the veterans or low income families,0,0
401169,"Ted Cruz, obstructionists, elitists",0,0
401178,,0,1
401180,,0,1
401183,They continually let let down,0,1
401184,,0,1
401185,,0,1
401188,Spend too much money/deficit,0,1
401195,everything else they do,0,0
401200,Going against Donald Trump,0,1
401201,,0,1
401207,not being nice to The Donald,0,1
401215,Can be uncompromising.,0,1
401220,,0,1
401226,Health care,0,1
401230,they are not standing united,0,1
401233,,0,1
401236,,0,1
401238,,0,1
401239,,0,0
401243,El anti imigracion de cierta manera,0,0
401244,,0,0
401247,They are gutless.,0,1
401248,They let Trump in instead of someone qualified.,0,1
401252,,0,1
401257,,0,0
401258,,0,0
401261,lack of cooperation,0,1
401270,Don't always follow principles,0,1
401274,,0,0
401278,,0,0
401280,politics,0,1
401283,Trump is the nominee,0,0
401289,,0,0
401295,,0,1
401303,Social views backward thinking,0,1
401304,,0,0
401309,Too self-serving,0,1
401311,,0,1
401314,,0,1
401318,they have gotten to progessive,0,1
401320,,0,1
401326,,0,1
401331,Many of their policies at this point,0,0
401343,in-fighting,0,1
401346,Dominated by ultra right,0,0
401349,"They compromise, they are often very divisive",0,1
401350,,0,1
401351,,0,0
401352,not strong on their standings,0,1
401356,,0,1
401359,,0,0
401369,,0,1
401372,,0,1
401373,,0,1
401380,Mostly interested in filling their pockets,0,1
401381,,0,0
401389,"stance on immigration,  dead locking congress,court justices",0,0
401390,,0,0
401391,Not enough outreach to younger generations.,0,1
401393,,0,0
401398,,0,0
401400,,0,0
401402,,0,0
401410,Disjointed internally,0,1
401412,,0,1
401414,Weak leaders,0,1
401422,Electing Trump-Kasich and Rubio are far more intelligent,0,1
401423,recent presidential candidates have been poor,0,1
401427,,0,0
401428,lack of continuity with in the party,0,1
401430,,0,0
401431,,0,1
401435,too slow to recognize and court minorities,0,1
401436,,0,0
401437,they favor trade agreements,0,1
401438,Everyone else but the 3 I like.,0,1
401439,not supporting current candidate and policies,0,1
401441,IT HAS BEEN VOTING IN FAVOR OF OBAMA,0,1
401444,,0,0
401447,"I don't like parties in general, I feel they divide people",0,1
401450,,0,1
401457,,0,1
401461,,0,1
401463,they do not stand behind their candidate,0,1
401464,,0,0
401469,,0,0
401475,,0,0
401476,that they are not standing behind the choosen candidate,0,1
401478,Sometimes too stuck in old ideals or serving the wealthy,0,0
401482,,0,0
401485,,0,0
401492,,0,0
401501,The party seems more selfish & less concerned with balance.,0,0
401511,,0,1
401513,,0,0
401515,,0,0
401520,They care more for the rich than they do for the middle clas,0,0
401522,Confused about separation of state and church.,0,0
401525,,0,1
401537,,0,1
401542,,0,1
401552,all the in fighting,0,1
401554,,0,0
401555,,0,1
401559,"wishy washy with viewpoints, concerning our lives,",0,1
401570,"Overly laissez-faire, reject climate change, self-serving",0,0
401573,Backwards priorities and inability to change with the times,0,1
401574,,0,0
401576,They seem to give the President what he wants,0,1
401579,"climate change denial, religious ties, pro life",0,0
401580,,0,1
401581,,0,0
401584,,0,1
401586,they don't hold their ground,0,1
401587,The Leadership,0,0
401588,They are not supporting their candidate,0,0
401590,,0,0
401598,,0,1
401601,,0,0
401602,,0,0
401603,"not conservative, not opposing democrats",0,1
401605,"All talk no action,",0,1
401607,,0,1
401609,Disregard for the equality of others not in their 'circle',0,1
401610,Their lack of understanding for the underdog needs,0,0
401625,,0,1
401630,,0,0
401632,not supporting same sex marriage,0,0
401637,They have not honored the reasons we elected them,0,1
401639,,0,1
401646,,0,0
401649,,0,1
401662,equality of gender/race/sex etc,0,0
401664,Seem to be uncompromising,0,0
401665,,0,0
401685,,0,1
401687,,0,1
401694,they help the rich,0,0
401696,,0,0
401700,Does not support the people's choice,0,1
401706,,0,1
401709,obstructionist,0,0
401716,,0,1
401723,,0,0
401728,,0,0
401733,,0,1
401746,Women's rights,0,1
401747,,0,0
401748,,0,1
401749,,0,1
401752,lack of union,0,1
401756,They fail to challenge democrat positions at times,0,1
401757,For the rich,0,0
401758,,0,0
401761,,0,0
401762,"leaders promise the moon, deliver little, & block compromise",0,1
401774,,0,1
401782,,0,0
401791,,0,0
401793,,0,1
401795,,0,0
401797,give up to easily,0,1
401798,It lacks unity and single mindedness.,0,1
401802,,0,0
401807,Become Spineless,0,1
401808,I want Trump to think before he says speaks,0,1
401811,,0,0
401821,,0,1
401828,,0,1
401829,,0,0
401835,,0,0
401836,,0,0
401852,Trending too much toward big government,0,0
401854,,0,0
401862,disruptive and immature,0,0
401867,"is mostly just older gen., rascist, & no direction",0,1
401875,big business,0,1
401883,,0,1
401889,,0,0
401902,their lack of will to shrink the size of government,0,1
401903,Trickle Down Theory,0,0
401906,,0,1
401909,,0,0
401910,,0,0
401911,Donald Trump,0,1
401914,,0,0
401916,,0,0
401917,,0,1
401919,,0,0
401920,,0,1
401923,The Republicans cannot get their message out,0,1
401928,,0,0
401931,,0,1
401940,,0,1
401941,,0,0
401943,,0,1
401949,career politicians,0,1
401959,They are for the rich people,0,0
401971,todo,0,0
401972,They get stuck in old habits and old ways,0,1
401976,,0,1
401991,,0,1
401998,,0,0
402001,they are for the rich notworkingpeople,0,0
402002,"Too harsh socially, too old school, can be corrupt",0,1
402003,Education policies,0,1
402012,No restrictions on guns,0,1
402013,,0,0
402016,,0,1
402017,,0,0
402019,,0,0
402030,,0,0
402033,obstructionism,0,1
402038,,0,1
402039,its inability to articulate its economic vision,0,1
402041,"WHEN IN POWER, THEY INCREASED SPENDING",0,1
402046,Come off as prejudiced in some areas,0,1
402049,,0,1
402050,,0,0
402052,,0,1
402058,,0,0
402059,,0,1
402063,,0,0
402066,,0,0
402067,,0,1
402069,Honesty  cut entitlements.,0,1
402094,,0,1
402098,Need to work better with the Dems,0,0
402099,Not standing-up for their constituents.,0,1
402101,,0,0
402104,,0,1
402105,,0,0
402109,they are politicians,0,1
402116,Not sticking to their nominee,0,1
402120,This party can't keep it together,0,1
402136,,0,0
402149,,0,1
402150,,0,1
402154,not working for their pay,0,1
402155,still politicians,0,1
402158,,0,1
402162,Worrying more about their agenda.,0,1
402163,,0,1
402164,,0,1
402170,Their desire to create a class system,0,0
402171,not holding their ground on basic conservative principles,0,1
402174,,0,0
402179,,0,0
402188,lack of leadership/lack of solid candidate,0,1
402190,views on abortion and gay rights,0,0
402191,not willing to comprimise old school,0,1
402200,,0,1
402210,,0,0
402212,,0,1
402219,,0,1
402221,seem to favor the wealthy,0,0
402224,,0,1
402233,WAR SPENDING,0,1
402234,,0,0
402244,Huge increase in our national debt,0,1
402248,not united,0,0
402254,their inability to work with the democrats in governing,0,1
402257,,0,1
402258,"lak of gun contrl is ridiculus, pro life=silly, 2 mch fiting",0,1
402265,,0,1
402270,Rhino's,0,1
402271,No unity.,0,0
402284,,0,1
402286,,0,0
402290,They do not want all Americans on a level playing grou!d,0,1
402296,Not everyone is who I approve of,0,1
402301,infighting between its leaders,0,1
402303,,0,0
402305,They are not all supportive,0,1
402308,,0,1
402309,high spending,0,0
402312,Presidential Nominee,0,1
402320,,0,0
402325,,0,1
402329,,0,0
402330,their strong,0,1
402331,"If it dosent concern some form of currency, they dont care.",0,0
402334,,0,1
402343,,0,1
402345,Not firm and strong enough to hold their grounds,0,1
402350,,0,0
402358,,0,0
402359,,0,1
402365,,0,1
402366,,0,0
402367,Republican Establishment with those who are corrupt,0,1
402370,,0,0
402373,Inflexible views at times,0,1
402374,They give in too easy to the democrats and don't stick toget,0,1
402379,Experience,0,0
402380,Too many RINO's,0,1
402384,,0,1
402387,what is going on with Trump,0,1
402389,,0,0
402397,ONLY HAS THE INTEREST OF THE RICHE,0,0
402398,,0,1
402404,,0,1
402411,,0,1
402416,Tea Party activists,0,1
402430,"Party is fractured, too much emphasis on bible belt thinking",0,1
402432,,0,1
402437,COSISTANCY,0,1
402445,,0,1
402451,,0,0
402456,Donald Trump,0,0
402457,,0,0
402472,"lies and just talking, no action",0,0
402474,,0,1
402481,,0,0
402486,,0,0
402491,Too conservative for my preference,0,0
402493,,0,0
402496,NOT SUPPORTING REPUBLICAN CANDIDATE CHOSEN BY US THE PEOPLE,0,1
402509,For past 30 years lied to us & sold out country,0,1
402510,Extremists.,0,1
402512,,0,1
402514,Lack of leadership,0,1
402515,Coddle the poor to help themselves while destroying the fabr,0,1
402517,they dont fight against obama hard enough,0,1
402526,too conservative anti Obama,0,0
402529,Sense of entitlement,0,0
402530,,0,1
402538,They dwell on the past of their opponent,0,0
402539,fascism,0,0
402549,,0,1
402550,approach to environmental issues,0,1
402552,Treatment of Donald Trump,0,0
402560,Not conservative enough,0,1
402562,Those that would go against the votes in the primary electio,0,1
402565,,0,1
402570,,0,0
402574,,0,1
402576,,0,0
402577,"lack of star, bigotry",0,0
402582,,0,0
402583,,0,1
402588,abandoned the gates they were hired to guard,0,1
402594,Their explicit goal was to oppose Obama in every way.,0,0
402597,abortion,0,0
402602,In fighting within their own policital machine,0,1
402603,,0,0
402605,,0,0
402612,Censorship of the arts,0,1
402617,they have let the Dem's kick them in the nuts for 20 yrs,0,1
402620,career politicians,0,1
402625,,0,0
402626,spineless,0,1
402631,,0,0
402636,failed to restrain government spending and obamacare,0,1
402637,Not able to get bills passed.,0,1
402642,the candidate choices this presidential election,0,1
402655,,0,0
402672,Anti immigration stand when all of us are immigrants,0,0
402673,,0,0
402679,Presidential candidate,0,1
402680,,0,0
402682,,0,0
402684,,0,1
402690,congressional gridlock,0,0
402691,,0,0
402693,Career politicians need to be term limited,0,1
402696,,0,0
402699,,0,1
402700,too conservitive,0,0
402703,,0,0
402722,To many tax breaks for the rich,0,1
402724,Party broken and non productive in house,0,1
402725,,0,0
402726,,0,1
402728,"Hostility to LGBT, defunding planned parenthood, enviro",0,0
402732,,0,0
402734,mitch maconel rinonly bigatry,0,1
402742,"Anti-gay, not always up with the times",0,1
402744,,0,0
402745,,0,1
402753,"Too many Washington insiders, RINOS",0,1
402767,,0,1
402773,,0,1
402775,,0,0
402777,,0,0
402785,Won't stan up it the democratic party.,0,1
402790,,0,0
402796,They do not stand together as a party,0,1
402800,too conservative to win the presidency,0,1
402815,,0,1
402817,Playing games right now just like the Democrats.,0,0
402818,,0,0
402820,Party of the wealthy,0,0
402825,not cooperative enough,0,1
402829,Inability to come together,0,0
402835,they don't fight hard enough,0,1
402836,the runners,0,0
402838,,0,1
402839,"greedy, do not want to help the poor",0,0
402847,,0,1
402849,,0,0
402856,,0,0
402862,,0,1
402865,,0,0
402866,,0,0
402867,long term politicians who become corrupt by special interest,0,1
402868,They are a bit stubborn when making decisions,0,0
402870,,0,1
402871,"monetary policy, too inflexible",0,0
402873,,0,0
402878,"John McCain, George & Jeb Bush -- should stand with Trump",0,1
402880,,0,0
402883,,0,0
402899,,0,0
402901,,0,1
402902,because all they want to do is raise the economy,0,0
402904,Obstructionist attitude,0,0
402905,,0,0
402906,strong on constitution and strength in defense,0,1
402907,,0,1
402912,,0,0
402917,,0,1
402919,,0,0
402921,,0,0
402941,Those not backing the chosen candidate,0,1
402948,,0,0
402950,,0,0
402958,,0,0
402959,,0,1
402960,,0,1
402961,"progressive most times, common core support",0,1
402965,,0,0
402967,,0,1
402968,Too arbitrary in platforms,0,1
402969,lack of good leadership,0,1
402976,Lack of Balls,0,1
402985,weak on sone issues,0,1
402986,It's founding principles have been lost to bigotry,0,0
402996,,0,0
403001,,0,0
403005,Their big government attitude in spending money and abortion,0,0
403013,Its all about there personnel agenda's,0,1
403016,,0,0
403017,,0,0
403021,,0,0
403023,ALWAYS FOR TOP 1%,0,0
403027,NEED TO HAVE THEIR HEAD EXAMINED,0,1
403032,stubborness to work with the other party,0,1
403033,Too much spending,0,1
403034,,0,0
403042,,0,0
403057,,0,0
403064,,0,0
403076,Tax issues,0,0
403078,,0,1
403083,,0,1
403098,to milliteristic,0,0
403100,,0,0
403113,"Pro life, defund planned parenthood, repel RvW",0,1
403114,,0,0
403115,,0,1
403120,,0,0
403121,,0,0
403122,,0,0
403125,Donald Trump is Hot Headed at Times.,0,1
403128,,0,0
403138,,0,0
403145,they are a mess and not on the same page,0,1
403148,,0,1
403152,,0,1
403155,,0,0
403160,NeverTrump,0,1
403164,,0,0
403166,Too stringent on 'new' beliefs (gay rights),0,1
403174,,0,0
403176,spineless,0,1
403181,,0,0
403182,,0,0
403187,,0,0
403190,Money spending,0,0
403211,Party system in general is broken,0,0
403214,,0,1
403216,,0,1
403217,Hold records for destroying the economy,0,0
403222,,0,1
403226,Too Hawkish / Too much focus on Social Issues,0,1
403230,They are not backing Donald Trump.,0,0
403237,for the weathy,0,0
403241,,0,1
403252,They need to stay united not over the place,0,1
403253,,0,1
403260,,0,0
403267,,0,0
403272,,0,1
403277,,0,0
403278,They still have corrupt members.,0,1
403283,,0,1
403285,,0,1
403286,,0,0
403287,,0,1
403292,Not much different than Democrats,0,1
403293,tax breaks for the rich,0,0
403296,,0,1
403298,,0,0
403302,,0,1
403307,they have been weak,0,1
403308,,0,0
403314,,0,0
403317,Too much infighting,0,1
403318,,0,0
403321,,0,0
403322,not creating jobs for locals,0,0
403330,,0,0
403336,,0,1
403343,,0,0
403347,They also share the ability to divide our nation.,0,1
403348,,0,1
403353,,0,1
403362,,0,0
403367,,0,0
403368,,0,0
403376,Trump,0,0
403379,Influence of religion,0,1
403382,THEY'RE SPINELESS AND ARE ONLY INTERESTED IN POWER & $,0,1
403384,obstructionalism,0,0
403385,,0,0
403386,WAR MINDED PERSONALITIES,0,0
403387,,0,0
403389,,0,0
403391,,0,0
403394,,0,0
403402,They condone greed,0,1
403407,,0,0
403411,polices on same sex marriages.,0,1
403414,Healthcare,0,0
403416,The platform that they have goes against my beliefs,0,1
403418,surrenders,0,1
403427,,0,0
403430,,0,0
403431,,0,1
403434,THEIR BIGOTS,0,0
403443,no fight against democrates,0,1
403454,,0,0
403459,,0,1
403460,Some of them are corrupted also,0,1
403463,too much emphasis on religion.against marijuana legalization,0,1
403480,,0,0
403482,,0,1
403484,,0,1
403501,,0,0
403505,not enough strong leaders,0,1
403508,,0,1
403510,,0,1
403512,,0,0
403513,The parties have become two prostitutes working same street,0,1
403515,,0,0
403519,GUN LEGISLATION,0,0
403527,,0,1
403528,,0,0
403535,,0,0
403540,,0,0
403546,not working well with Democrats,0,0
403552,,0,0
403554,Pro life,0,1
403560,Indifferent,0,0
403563,Honesty and their lack of uniformity,0,0
403570,,0,1
403577,Too focused on the money and top 10%,0,0
403579,,0,0
403581,Not the most polished candidate,0,1
403593,,0,1
403605,,0,0
403606,,0,0
403609,Support for hand guns and assault rifles,0,1
403612,,0,1
403616,,0,1
403617,I belive in gun control.,0,1
403620,Viewpoints,0,0
403624,Donald Trump,0,1
403625,,0,0
403626,Inability to compromise.,0,0
403640,,0,0
403644,Care more about winning than what is right.,0,1
403649,,0,0
403650,A little too convicted,0,1
403653,,0,1
403660,Their anti women views,0,1
403661,,0,1
403670,"have not done their job, acting like radicals",0,1
403672,,0,1
403684,,0,1
403685,THEY CAN NEVER MEET HALF WAY WITH DEMS,0,1
403688,,0,0
403690,"unorganized, no consensus internally, ineffective",0,1
403693,,0,1
403696,"too polarized, no middle ground to make compromises",0,1
403698,Religion,0,1
403706,"Not focused,  not cohesive",0,1
403709,Always looking out for themselves,0,0
403712,,0,1
403737,,0,0
403738,,0,1
403746,Hypocrisy of pro-life and pro-death penalty stances,0,1
403751,Unyielding,0,1
403752,They appear to support special interest groups for the rich,0,0
403758,that they are not backing Trump !,0,0
403772,,0,1
403773,,0,1
403776,forgot about middle class,0,0
403779,,0,1
403780,,0,0
403788,,0,1
403801,,0,0
403813,,0,1
403820,They have abandon beliefs in God,0,1
403821,,0,1
403824,Needs to establish more comittment for working class.,0,0
403829,"currently not very aggressive, being overruled by democrats",0,1
403831,,0,0
403835,,0,1
403837,,0,1
403844,I believe a woman can have a say about abortion (rape),0,1
403848,Too worried about getting re-elected.,0,1
403851,there retrograde point of view,0,0
403853,,0,1
403861,Need term limits for both parties,0,1
403867,,0,0
403868,become too extremist and religion dominated,0,0
403874,,0,0
403878,,0,0
403882,,0,0
403886,,0,0
403893,need to stand together at all times,0,1
403896,politics,0,0
403904,,0,0
403911,,0,1
403919,Sometimes forget Middle Class,0,1
403921,Trump as the candidate,0,1
403925,"All talk without action, compromise too much",0,1
403928,,0,0
403940,,0,0
403941,,0,1
403945,they stay away from lower class,0,0
403947,Don't believe we can realistically build a wall,0,1
403951,CANT SEEM TO GET THINGS DONE,0,1
403954,"Again, a bunch of bums.",0,1
403955,hypocrisy,0,0
403956,,0,0
403960,,0,0
403962,All of the dissension,0,1
403963,,0,1
403964,,0,1
403966,Lacking leadership right now,0,1
403970,,0,0
403972,,0,0
403978,they won't stand up against the dems!!!,0,1
403979,trump,0,1
403988,social intoleranmce on some issues,0,1
403990,not getting anything done,0,1
403991,Not as concerned with those in need,0,0
403993,,0,1
404001,,0,1
404002,They can't agree on anything  and get a concensus,0,1
404009,"Slow to move, didn't block Obama when he made bad decisions.",0,1
404011,They do seem to favor the wealthy.,0,1
404016,,0,1
404025,,0,0
404026,Cowards,0,1
404030,Donald Trump,0,0
404032,To sure of them selves to the point of being rude,0,0
404037,any focus on social issues at a national level,0,1
404038,,0,0
404039,,0,1
404045,,0,0
404048,Lack of inclusiveness of diverse americans,0,1
404050,going along with obama,0,1
404051,,0,1
404057,,0,0
404060,,0,0
404072,,0,0
404075,,0,1
404076,Health care,0,0
404077,No tiene un candidato sensato,0,0
404081,,0,0
404082,,0,1
404084,,0,1
404092,,0,1
404097,Negative approach to resolving drug problems,0,0
404098,,0,1
404105,,0,0
404106,mitch mcconnell,0,1
404111,big money is pushind it too far right,0,1
404112,,0,0
404113,,0,1
404121,How the Republicans won't back Donald Trump you forget the p,0,1
404125,not working for the full good of the country,0,1
404127,,0,1
404130,Racist,0,1
404137,,0,1
404149,,0,1
404150,,0,0
404168,,0,0
404169,,0,0
404176,,0,0
404182,They don't seem to do what they emphasize.,0,1
404184,fannie and freddie still in conservatorship,0,0
404189,,0,1
404191,,0,0
404207,,0,0
404220,,0,1
404221,,0,0
404224,The fact that it as a whole did not 100% back tTrump,0,1
404225,,0,1
404229,against amnesty,0,0
404236,,0,1
404238,,0,0
404240,Their views,0,0
404241,Rich white men who speak on their behalfs,0,0
404245,,0,1
404249,Their beliefs,0,1
404250,Joining Democrats in forming an American political class,0,1
404252,"Overly conservative views, lack of common sense gun control",0,1
404260,sometimes too consetative,0,0
404263,,0,0
404266,,0,1
404269,They are not forceful enough about some issues.,0,1
404275,,0,0
404279,It is a split party no give and take,0,1
404281,dont do what they promise,0,1
404293,,0,0
404294,Care more about the rich.,0,0
404298,Sometimes have too much to say,0,1
404304,,0,0
404307,,0,0
404311,,0,1
404319,,0,1
404324,,0,1
404327,Socially cold,0,0
404330,,0,0
404331,,0,1
404337,,0,0
404351,Getting old,0,0
404362,,0,0
404364,Many are narrow minded,0,0
404365,Idk,0,0
404369,,0,0
404373,Candidates are self serving,0,1
404376,doesn't support unions,0,0
404378,support of ultra rich,0,1
404379,,0,1
404402,they don't always standup for their beliefs,0,1
404411,,0,1
404413,,0,0
404414,,0,0
404426,low taxes for the rich,0,0
404431,,0,1
404437,,0,1
404438,,0,1
404441,,0,1
404442,The tea party,0,0
404445,,0,0
404449,,0,1
404453,no guts,0,1
404455,Donald Trump,0,0
404456,,0,0
404459,,0,0
404460,,0,0
404461,No equal taxes,0,0
404476,choice of candidate,0,0
404477,,0,0
404482,Stand on gun control and abortion,0,1
404485,Not cohesive.,0,1
404490,Against abortion,0,1
404495,,0,1
404497,,0,0
404507,,0,0
404514,They favor the rich,0,1
404523,i thinkthey are a joke,0,0
404524,,0,0
404530,,0,1
404531,They are all lawyer politicians,0,1
404533,NOT SUPPORTING THEIR NOMINEE WHOLEHEARTEDLY,0,1
404536,destinana demasiados recursos en guerras,0,0
404537,,0,1
404546,,0,0
404551,,0,0
404553,,0,0
404559,The way they turn on Trump,0,1
404561,,0,1
404562,PATICIPATION,0,1
404573,,0,1
404576,,0,1
404580,not doing their job,0,1
404595,Social views,0,0
404597,They are not conservative enough.,0,1
404604,They shoudln't be anti-gay,0,1
404610,,0,0
404611,,0,1
404616,,0,1
404624,,0,0
404633,,0,0
404635,Ignoring the poor,0,0
404636,Social security reform/elimination.,0,0
404642,"Abortion stance, women's rights, social conservatism",0,0
404646,"To much for the rich, big business and business",0,1
404648,Numerous failures to uphold their Constitutional authority.,0,1
404652,Their divisiveness on most issues.,0,0
404663,They don't all want to get behind the candidate.,0,1
404664,unprincipled,0,0
404666,,0,1
404667,,0,0
404668,Doesn't seem to want to help the little people,0,1
404672,,0,0
404680,,0,1
404689,,0,0
404692,Not understanding what other people go through,0,0
404694,,0,0
404699,,0,0
404706,,0,0
404710,THEY NOMINATED TRUMP,0,1
404712,Failure to support Donald trump,0,1
404715,Anti choice,0,0
404719,weak,0,1
404721,,0,0
404724,,0,0
404728,,0,0
404731,unable to unify as a party,0,1
404735,Gun policy,0,1
404738,,0,0
404739,,0,1
404740,,0,0
404741,The lack of support for human rights,0,0
404743,,0,1
404746,,0,1
404750,they area all about their own wealth,0,0
404754,,0,1
404756,They Don't stand up for what we Repubs. believe,0,1
404757,,0,1
404766,gun issues,0,1
404771,,0,1
404774,See www.vaticanassassins.org,0,1
404780,,0,0
404781,disorganization among people and policies,0,1
404782,The party must reach out to all groups of people,0,1
404784,,0,1
404795,,0,0
404800,,0,0
404803,,0,1
404807,,0,0
404808,,0,1
404809,,0,0
404811,Stopping congress from working properly,0,1
404815,"lack of diversity and inclusion, fiscal policies",0,0
404818,They can be reactionay instead of leaders,0,1
404821,Su politica anti inmigrante,0,0
404823,greed,0,1
404830,,0,0
404831,,0,0
404841,do not support there own party candidate,0,1
404844,the establishment,0,1
404852,Fragmented and unable to back their own candidate!,0,1
404854,,0,0
404860,sure everything has good and bad some of the men are too old,0,0
404862,,0,0
404864,gay marriage,0,1
404875,,0,1
404878,Politicians not backing the canadate voted in by the people,0,1
404885,Donald,0,0
404889,i think both parties are tryong to make their best to help,0,0
404891,Too conservative and not diverse enough,0,0
404893,,0,0
404907,they tend to give to the rich,0,1
404911,,0,1
404912,,0,1
404914,,0,0
404915,,0,0
404919,,0,1
404920,Focus less on social issues.,0,0
404921,,0,1
404922,Too much division.  They need to back their candidate.,0,1
404926,,0,1
404933,,0,1
404934,Sometimes have a hard time relating to others in party.,0,0
404938,,0,0
404939,,0,0
404941,Too conservative with some social issues,0,1
404947,,0,1
404953,,0,1
404962,,0,0
404963,"fragmented, not together,",0,1
404966,Protects big company interests more the the little business.,0,0
404971,,0,0
404975,,0,1
404976,,0,0
404978,,0,0
404984,Too hung up on religious issues / legislating morality,0,1
404989,LACK OF AGRESSION,0,1
404990,the disharmony these days,0,1
404992,donald trump,0,0
404993,inability to separate church and state,0,0
